tafel_nr,wijk,begin_tijd,volg_nr,eind_tijd,servicetype
12,1,2019-01-20 14:45:29,0,2019-02-02 13:28:43,drinken
8,1,2019-01-20 14:59:22,0,2019-02-03 13:47:28,eten
6,1,2019-01-20 15:43:27,0,2019-02-02 11:52:56,drinken
13,1,2019-01-22 09:46:38,0,2019-02-03 13:47:24,eten
109,1,2019-01-22 09:56:07,0,2019-02-03 16:41:44,eten
2,1,2019-01-22 11:49:03,1,2019-02-03 12:30:50,eten
1,1,2019-01-22 14:10:49,0,2019-02-03 12:10:07,betalen
6,1,2019-01-22 14:58:43,0,2019-02-02 11:52:56,drinken
105,1,2019-01-22 15:16:45,0,2019-02-03 13:57:34,drinken
2,1,2019-01-23 08:19:41,1,2019-02-03 12:30:50,eten
2,1,2019-01-23 08:35:09,1,2019-02-03 12:30:50,eten
2,1,2019-01-23 08:58:33,1,2019-02-03 12:30:50,eten
7,1,2019-01-23 09:06:01,0,2019-02-04 15:43:16,drinken
9,1,2019-01-23 09:06:04,0,2019-02-02 14:38:07,drinken
109,1,2019-01-23 09:16:14,0,2019-02-03 16:41:44,eten
2,1,2019-01-23 09:28:37,1,2019-02-03 12:30:50,eten
4,1,2019-01-23 09:49:16,0,2019-02-03 12:40:44,drinken
2,1,2019-01-23 10:18:02,1,2019-02-03 12:30:50,eten
4,1,2019-01-23 10:24:54,0,2019-02-03 12:40:44,drinken
4,1,2019-01-23 10:30:58,0,2019-02-03 12:40:44,drinken
4,1,2019-01-23 10:38:01,0,2019-02-03 12:40:44,drinken
4,1,2019-01-23 10:44:35,0,2019-02-03 12:40:44,drinken
103,1,2019-01-23 11:33:38,1,2019-02-02 14:17:06,drinken
1,1,2019-01-23 11:40:20,0,2019-02-03 12:10:07,betalen
5,1,2019-01-23 11:42:48,0,2019-02-02 15:19:35,drinken
7,1,2019-01-23 11:52:57,0,2019-02-04 15:43:16,drinken
8,1,2019-01-23 12:03:08,0,2019-02-03 13:47:28,eten
105,1,2019-01-23 12:38:16,0,2019-02-03 13:57:34,drinken
9,1,2019-01-23 12:38:55,0,2019-02-02 14:38:07,drinken
6,1,2019-01-23 12:39:44,0,2019-02-02 11:52:56,drinken
3,1,2019-01-23 12:48:15,0,2019-02-02 15:03:39,drinken
9,1,2019-01-23 13:38:12,0,2019-02-02 14:38:07,drinken
6,1,2019-01-23 14:30:36,0,2019-02-02 11:52:56,drinken
8,1,2019-01-23 16:05:36,0,2019-02-03 13:47:28,eten
3,1,2019-01-23 16:10:05,0,2019-02-02 15:03:39,drinken
1,1,2019-01-24 09:52:50,0,2019-02-03 12:10:07,betalen
14,1,2019-01-24 09:54:23,1,2019-02-03 16:21:03,eten
14,1,2019-01-24 10:00:43,1,2019-02-03 16:21:03,eten
1,1,2019-01-24 10:14:39,0,2019-02-03 12:10:07,betalen
13,1,2019-01-24 10:15:07,0,2019-02-03 13:47:24,eten
2,1,2019-01-24 10:15:11,1,2019-02-03 12:30:50,eten
2,1,2019-01-24 10:21:38,1,2019-02-03 12:30:50,eten
2,1,2019-01-24 10:35:02,1,2019-02-03 12:30:50,eten
2,1,2019-01-24 11:43:14,1,2019-02-03 12:30:50,eten
105,1,2019-01-24 11:59:57,0,2019-02-03 13:57:34,drinken
6,1,2019-01-24 12:39:55,0,2019-02-02 11:52:56,drinken
105,1,2019-01-24 12:40:00,0,2019-02-03 13:57:34,drinken
9,1,2019-01-24 14:05:47,0,2019-02-02 14:38:07,drinken
1,1,2019-01-24 14:06:24,0,2019-02-03 12:10:07,betalen
10,1,2019-01-24 14:09:02,0,2019-02-02 12:37:23,eten
9,1,2019-01-24 14:11:04,0,2019-02-02 14:38:07,drinken
1,1,2019-01-24 14:44:24,0,2019-02-03 12:10:07,betalen
10,1,2019-01-24 14:52:07,0,2019-02-02 12:37:23,eten
2,1,2019-01-24 15:25:35,1,2019-02-03 12:30:50,eten
7,1,2019-01-24 16:01:52,0,2019-02-04 15:43:16,drinken
2,1,2019-01-25 09:33:07,1,2019-02-03 12:30:50,eten
105,1,2019-01-25 10:16:11,0,2019-02-03 13:57:34,drinken
105,1,2019-01-25 10:34:11,0,2019-02-03 13:57:34,drinken
7,1,2019-01-25 10:57:08,0,2019-02-04 15:43:16,drinken
6,1,2019-01-25 11:24:11,0,2019-02-02 11:52:56,drinken
5,1,2019-01-25 12:00:46,0,2019-02-02 15:19:35,drinken
7,1,2019-01-25 12:34:15,0,2019-02-04 15:43:16,drinken
9,1,2019-01-25 12:37:03,0,2019-02-02 14:38:07,drinken
5,1,2019-01-25 12:47:17,0,2019-02-02 15:19:35,drinken
2,1,2019-01-25 12:55:41,1,2019-02-03 12:30:50,eten
1,1,2019-01-25 14:19:10,0,2019-02-03 12:10:07,betalen
13,1,2019-01-25 14:55:01,0,2019-02-03 13:47:24,eten
109,1,2019-01-26 07:40:36,0,2019-02-03 16:41:44,eten
14,1,2019-01-26 07:47:23,1,2019-02-03 16:21:03,eten
12,1,2019-01-26 08:17:15,0,2019-02-02 13:28:43,drinken
1,1,2019-01-26 08:27:28,0,2019-02-03 12:10:07,betalen
11,1,2019-01-26 08:28:59,0,2019-02-03 13:47:26,eten
6,1,2019-01-26 08:45:38,0,2019-02-02 11:52:56,drinken
14,1,2019-01-26 08:47:52,1,2019-02-03 16:21:03,eten
109,1,2019-01-26 09:07:55,0,2019-02-03 16:41:44,eten
2,1,2019-01-26 09:40:22,1,2019-02-03 12:30:50,eten
105,1,2019-01-26 09:43:16,0,2019-02-03 13:57:34,drinken
2,1,2019-01-26 09:48:15,1,2019-02-03 12:30:50,eten
7,1,2019-01-26 09:53:39,0,2019-02-04 15:43:16,drinken
5,1,2019-01-26 10:10:18,0,2019-02-02 15:19:35,drinken
105,1,2019-01-26 10:24:38,0,2019-02-03 13:57:34,drinken
5,1,2019-01-26 10:24:42,0,2019-02-02 15:19:35,drinken
4,1,2019-01-26 10:24:47,0,2019-02-03 12:40:44,drinken
8,1,2019-01-26 10:26:39,0,2019-02-03 13:47:28,eten
9,1,2019-01-26 10:56:54,0,2019-02-02 14:38:07,drinken
107,1,2019-01-26 11:07:56,0,2019-02-03 13:57:33,drinken
9,1,2019-01-26 11:30:55,0,2019-02-02 14:38:07,drinken
105,1,2019-01-26 11:39:33,0,2019-02-03 13:57:34,drinken
11,1,2019-01-26 11:41:56,0,2019-02-03 13:47:26,eten
107,1,2019-01-26 11:43:10,0,2019-02-03 13:57:33,drinken
8,1,2019-01-26 11:45:03,0,2019-02-03 13:47:28,eten
103,1,2019-01-26 11:58:59,1,2019-02-02 14:17:06,drinken
109,1,2019-01-26 12:00:53,0,2019-02-03 16:41:44,eten
7,1,2019-01-26 12:04:06,0,2019-02-04 15:43:16,drinken
5,1,2019-01-26 12:08:54,0,2019-02-02 15:19:35,drinken
107,1,2019-01-26 12:14:46,0,2019-02-03 13:57:33,drinken
5,1,2019-01-26 12:24:59,0,2019-02-02 15:19:35,drinken
4,1,2019-01-26 12:35:09,0,2019-02-03 12:40:44,drinken
109,1,2019-01-26 12:36:14,0,2019-02-03 16:41:44,eten
103,1,2019-01-26 12:38:25,1,2019-02-02 14:17:06,drinken
107,1,2019-01-26 12:46:32,0,2019-02-03 13:57:33,drinken
13,1,2019-01-26 13:06:47,0,2019-02-03 13:47:24,eten
3,1,2019-01-26 13:08:47,0,2019-02-02 15:03:39,drinken
109,1,2019-01-26 13:21:51,0,2019-02-03 16:41:44,eten
105,1,2019-01-26 13:29:57,0,2019-02-03 13:57:34,drinken
2,1,2019-01-26 13:31:05,1,2019-02-03 12:30:50,eten
7,1,2019-01-26 13:32:34,0,2019-02-04 15:43:16,drinken
4,1,2019-01-26 13:54:32,0,2019-02-03 12:40:44,drinken
9,1,2019-01-26 14:10:23,0,2019-02-02 14:38:07,drinken
2,1,2019-01-26 14:16:38,1,2019-02-03 12:30:50,eten
13,1,2019-01-26 14:17:36,0,2019-02-03 13:47:24,eten
9,1,2019-01-26 14:18:06,0,2019-02-02 14:38:07,drinken
105,1,2019-01-26 14:25:35,0,2019-02-03 13:57:34,drinken
2,1,2019-01-26 14:33:32,1,2019-02-03 12:30:50,eten
13,1,2019-01-26 14:34:48,0,2019-02-03 13:47:24,eten
103,1,2019-01-26 14:45:50,1,2019-02-02 14:17:06,drinken
9,1,2019-01-26 14:56:30,0,2019-02-02 14:38:07,drinken
2,1,2019-01-26 15:03:22,1,2019-02-03 12:30:50,eten
7,1,2019-01-26 15:07:31,0,2019-02-04 15:43:16,drinken
103,1,2019-01-26 15:25:48,1,2019-02-02 14:17:06,drinken
6,1,2019-01-26 15:35:11,0,2019-02-02 11:52:56,drinken
2,1,2019-01-26 15:50:54,1,2019-02-03 12:30:50,eten
5,1,2019-01-27 10:44:39,0,2019-02-02 15:19:35,drinken
5,1,2019-01-27 11:07:35,0,2019-02-02 15:19:35,drinken
105,1,2019-01-27 11:13:04,0,2019-02-03 13:57:34,drinken
2,1,2019-01-27 12:35:33,1,2019-02-03 12:30:50,eten
2,1,2019-01-27 13:09:52,1,2019-02-03 12:30:50,eten
1,1,2019-01-27 13:55:01,0,2019-02-03 12:10:07,betalen
1,1,2019-01-27 14:29:11,0,2019-02-03 12:10:07,betalen
109,1,2019-01-27 14:48:14,0,2019-02-03 16:41:44,eten
3,1,2019-01-27 16:11:41,0,2019-02-02 15:03:39,drinken
5,1,2019-01-27 16:11:45,0,2019-02-02 15:19:35,drinken
1,1,2019-01-29 07:37:58,0,2019-02-03 12:10:07,betalen
2,1,2019-01-29 08:42:25,1,2019-02-03 12:30:50,eten
6,1,2019-01-29 09:47:06,0,2019-02-02 11:52:56,drinken
6,1,2019-01-29 09:56:37,0,2019-02-02 11:52:56,drinken
9,1,2019-01-29 10:31:39,0,2019-02-02 14:38:07,drinken
109,1,2019-01-29 10:31:40,0,2019-02-03 16:41:44,eten
1,1,2019-01-29 11:13:14,0,2019-02-03 12:10:07,betalen
7,1,2019-01-29 11:21:01,0,2019-02-04 15:43:16,drinken
1,1,2019-01-29 12:29:38,0,2019-02-03 12:10:07,betalen
1,1,2019-01-30 07:53:58,0,2019-02-03 12:10:07,betalen
1,1,2019-01-30 09:21:12,0,2019-02-03 12:10:07,betalen
4,1,2019-01-30 10:25:24,0,2019-02-03 12:40:44,drinken
14,1,2019-01-30 11:57:30,1,2019-02-03 16:21:03,eten
5,1,2019-01-30 11:59:05,0,2019-02-02 15:19:35,drinken
10,1,2019-01-30 12:00:44,0,2019-02-02 12:37:23,eten
12,1,2019-01-30 12:01:43,0,2019-02-02 13:28:43,drinken
13,1,2019-01-30 12:02:57,0,2019-02-03 13:47:24,eten
3,1,2019-01-30 12:33:47,0,2019-02-02 15:03:39,drinken
3,1,2019-01-30 12:41:35,0,2019-02-02 15:03:39,drinken
2,1,2019-01-30 12:49:57,1,2019-02-03 12:30:50,eten
8,1,2019-01-30 12:57:53,0,2019-02-03 13:47:28,eten
103,1,2019-01-30 13:05:04,1,2019-02-02 14:17:06,drinken
8,1,2019-01-30 13:06:25,0,2019-02-03 13:47:28,eten
1,1,2019-01-31 07:43:20,0,2019-02-03 12:10:07,betalen
107,1,2019-01-31 11:49:11,0,2019-02-03 13:57:33,drinken
8,1,2019-01-31 12:10:34,0,2019-02-03 13:47:28,eten
8,1,2019-01-31 12:49:41,0,2019-02-03 13:47:28,eten
2,1,2019-01-31 13:07:05,1,2019-02-03 12:30:50,eten
2,1,2019-01-31 13:19:11,1,2019-02-03 12:30:50,eten
2,1,2019-01-31 14:20:14,1,2019-02-03 12:30:50,eten
1,1,2019-01-31 14:30:41,0,2019-02-03 12:10:07,betalen
13,1,2019-01-31 14:33:03,0,2019-02-03 13:47:24,eten
11,1,2019-01-31 14:41:59,0,2019-02-03 13:47:26,eten
1,1,2019-01-31 14:46:28,0,2019-02-03 12:10:07,betalen
105,1,2019-01-31 14:47:30,0,2019-02-03 13:57:34,drinken
105,1,2019-01-31 15:18:43,0,2019-02-03 13:57:34,drinken
105,1,2019-01-31 15:33:17,0,2019-02-03 13:57:34,drinken
7,1,2019-01-31 15:35:18,0,2019-02-04 15:43:16,drinken
7,1,2019-01-31 15:57:19,0,2019-02-04 15:43:16,drinken
2,1,2019-01-31 16:26:07,1,2019-02-03 12:30:50,eten
8,1,2019-02-01 09:55:42,0,2019-02-03 13:47:28,eten
4,1,2019-02-01 10:24:28,0,2019-02-03 12:40:44,drinken
8,1,2019-02-01 10:42:37,0,2019-02-03 13:47:28,eten
8,1,2019-02-01 10:50:53,0,2019-02-03 13:47:28,eten
5,1,2019-02-01 10:51:19,0,2019-02-02 15:19:35,drinken
109,1,2019-02-01 11:50:06,0,2019-02-03 16:41:44,eten
1,1,2019-02-01 11:54:00,0,2019-02-03 12:10:07,betalen
7,1,2019-02-01 12:13:50,0,2019-02-04 15:43:16,drinken
8,1,2019-02-01 12:17:12,0,2019-02-03 13:47:28,eten
4,1,2019-02-01 12:50:16,0,2019-02-03 12:40:44,drinken
8,1,2019-02-01 13:05:05,0,2019-02-03 13:47:28,eten
8,1,2019-02-01 13:10:05,0,2019-02-03 13:47:28,eten
5,1,2019-02-01 13:12:32,0,2019-02-02 15:19:35,drinken
109,1,2019-02-01 13:35:58,0,2019-02-03 16:41:44,eten
4,1,2019-02-01 13:39:09,0,2019-02-03 12:40:44,drinken
11,1,2019-02-01 13:42:43,0,2019-02-03 13:47:26,eten
7,1,2019-02-01 14:08:47,0,2019-02-04 15:43:16,drinken
7,1,2019-02-01 14:16:44,0,2019-02-04 15:43:16,drinken
7,1,2019-02-01 14:44:16,0,2019-02-04 15:43:16,drinken
1,1,2019-02-01 14:46:51,0,2019-02-03 12:10:07,betalen
7,1,2019-02-01 14:50:35,0,2019-02-04 15:43:16,drinken
2,1,2019-02-01 15:24:09,1,2019-02-03 12:30:50,eten
105,1,2019-02-01 15:43:18,0,2019-02-03 13:57:34,drinken
14,1,2019-02-01 16:01:28,1,2019-02-03 16:21:03,eten
2,1,2019-02-01 16:34:31,1,2019-02-03 12:30:50,eten
11,1,2019-02-02 07:59:24,0,2019-02-03 13:47:26,eten
13,1,2019-02-02 08:03:32,0,2019-02-03 13:47:24,eten
3,1,2019-02-02 08:04:23,0,2019-02-02 15:03:39,drinken
105,1,2019-02-02 08:14:19,0,2019-02-03 13:57:34,drinken
14,1,2019-02-02 08:30:45,1,2019-02-03 16:21:03,eten
12,1,2019-02-02 08:44:05,0,2019-02-02 13:28:43,drinken
105,1,2019-02-02 09:13:54,0,2019-02-03 13:57:34,drinken
107,1,2019-02-02 09:16:19,0,2019-02-03 13:57:33,drinken
2,1,2019-02-02 09:33:11,1,2019-02-03 12:30:50,eten
1,1,2019-02-02 09:50:58,0,2019-02-03 12:10:07,betalen
1,1,2019-02-02 10:13:27,0,2019-02-03 12:10:07,betalen
4,1,2019-02-02 10:29:13,0,2019-02-03 12:40:44,drinken
7,1,2019-02-02 10:41:50,0,2019-02-04 15:43:16,drinken
6,1,2019-02-02 10:42:34,0,2019-02-02 11:52:56,drinken
1,1,2019-02-02 10:47:55,0,2019-02-03 12:10:07,betalen
2,1,2019-02-02 10:48:01,1,2019-02-03 12:30:50,eten
103,1,2019-02-02 11:09:31,1,2019-02-02 14:17:06,drinken
7,1,2019-02-02 11:21:58,0,2019-02-04 15:43:16,drinken
107,1,2019-02-02 11:36:54,0,2019-02-03 13:57:33,drinken
6,1,2019-02-02 11:43:09,0,2019-02-02 11:52:56,drinken
8,1,2019-02-02 11:51:05,0,2019-02-03 13:47:28,eten
6,1,2019-02-02 11:51:23,0,2019-02-02 11:52:56,drinken
11,1,2019-02-02 11:59:46,0,2019-02-03 13:47:26,eten
2,1,2019-02-02 12:02:57,1,2019-02-03 12:30:50,eten
9,1,2019-02-02 12:04:46,0,2019-02-02 14:38:07,drinken
9,1,2019-02-02 12:11:07,0,2019-02-02 14:38:07,drinken
2,1,2019-02-02 12:18:31,1,2019-02-03 12:30:50,eten
2,1,2019-02-02 12:24:49,1,2019-02-03 12:30:50,eten
10,1,2019-02-02 12:31:33,0,2019-02-02 12:37:23,eten
8,1,2019-02-02 12:59:58,0,2019-02-03 13:47:28,eten
13,1,2019-02-02 13:00:00,0,2019-02-03 13:47:24,eten
103,1,2019-02-02 13:08:27,1,2019-02-02 14:17:06,drinken
9,1,2019-02-02 13:11:49,0,2019-02-02 14:38:07,drinken
12,1,2019-02-02 13:22:40,0,2019-02-02 13:28:43,drinken
1,1,2019-02-02 13:23:19,0,2019-02-03 12:10:07,betalen
103,1,2019-02-02 13:31:56,1,2019-02-02 14:17:06,drinken
3,1,2019-02-02 13:32:13,0,2019-02-02 15:03:39,drinken
3,1,2019-02-02 13:41:35,0,2019-02-02 15:03:39,drinken
103,1,2019-02-02 14:15:54,1,2019-02-02 14:17:06,drinken
8,1,2019-02-02 14:17:34,0,2019-02-03 13:47:28,eten
9,1,2019-02-02 14:37:25,0,2019-02-02 14:38:07,drinken
3,1,2019-02-02 14:57:25,0,2019-02-02 15:03:39,drinken
5,1,2019-02-02 15:03:37,0,2019-02-02 15:19:35,drinken
109,1,2019-02-02 15:07:29,0,2019-02-03 16:41:44,eten
5,1,2019-02-02 15:18:09,0,2019-02-02 15:19:35,drinken
107,1,2019-02-02 15:18:24,0,2019-02-03 13:57:33,drinken
8,1,2019-02-02 15:18:44,0,2019-02-03 13:47:28,eten
1,1,2019-02-02 15:55:31,0,2019-02-03 12:10:07,betalen
13,1,2019-02-02 16:49:09,0,2019-02-03 13:47:24,eten
13,1,2019-02-02 17:43:06,0,2019-02-03 13:47:24,eten
13,1,2019-02-02 18:06:31,0,2019-02-03 13:47:24,eten
4,1,2019-02-03 11:57:08,0,2019-02-03 12:40:44,drinken
4,1,2019-02-03 12:02:18,0,2019-02-03 12:40:44,drinken
1,1,2019-02-03 12:08:04,0,2019-02-03 12:10:07,betalen
2,1,2019-02-03 12:28:34,1,2019-02-03 12:30:50,eten
4,1,2019-02-03 12:39:23,0,2019-02-03 12:40:44,drinken
14,1,2019-02-03 13:08:17,1,2019-02-03 16:21:03,eten
105,1,2019-02-03 13:11:42,0,2019-02-03 13:57:34,drinken
11,1,2019-02-03 13:13:11,0,2019-02-03 13:47:26,eten
107,1,2019-02-03 13:22:30,0,2019-02-03 13:57:33,drinken
13,1,2019-02-03 13:45:56,0,2019-02-03 13:47:24,eten
11,1,2019-02-03 13:46:26,0,2019-02-03 13:47:26,eten
8,1,2019-02-03 13:46:33,0,2019-02-03 13:47:28,eten
105,1,2019-02-03 13:47:51,0,2019-02-03 13:57:34,drinken
107,1,2019-02-03 13:47:52,0,2019-02-03 13:57:33,drinken
14,1,2019-02-03 16:19:54,1,2019-02-03 16:21:03,eten
109,1,2019-02-03 16:39:22,0,2019-02-03 16:41:44,eten
7,1,2019-02-03 16:43:59,0,2019-02-04 15:43:16,drinken
7,1,2019-02-03 17:17:08,0,2019-02-04 15:43:16,drinken
9,1,2019-02-03 17:18:35,0,2019-02-05 09:02:29,drinken
103,1,2019-02-05 08:43:09,1,2019-02-05 09:49:13,eten
1,1,2019-02-05 09:49:22,0,2019-02-05 10:03:46,drinken
13,1,2019-02-05 10:37:15,0,2019-02-05 10:38:32,drinken
14,1,2019-02-05 10:37:17,1,2019-02-05 10:38:31,drinken
109,1,2019-02-05 10:38:42,0,2019-02-05 10:39:28,drinken
9,1,2019-02-05 10:39:06,0,2019-02-05 10:39:35,drinken
107,1,2019-02-05 10:41:41,0,2019-02-05 11:06:53,drinken
1,1,2019-02-05 11:48:00,0,2019-02-05 11:56:22,drinken
105,1,2019-02-05 12:39:13,0,2019-02-05 13:16:52,drinken
6,1,2019-02-05 12:40:23,0,2019-02-05 13:12:26,drinken
109,1,2019-02-05 12:55:07,0,2019-02-05 13:12:28,drinken
1,1,2019-02-05 13:09:10,0,2019-02-05 13:12:25,drinken
1,1,2019-02-05 13:23:54,0,2019-02-05 13:34:02,drinken
10,1,2019-02-05 14:32:56,0,2019-02-05 14:50:59,drinken
2,1,2019-02-06 09:28:54,1,2019-02-06 09:31:50,drinken
4,1,2019-02-06 09:30:27,0,2019-02-06 09:31:49,drinken
2,1,2019-02-06 09:36:09,1,2019-02-06 09:37:11,drinken
11,1,2019-02-06 10:21:22,0,2019-02-06 10:24:10,drinken
2,1,2019-02-06 11:06:47,1,2019-02-06 11:07:27,drinken
109,1,2019-02-06 11:22:46,0,2019-02-06 11:31:47,eten
8,1,2019-02-06 11:30:36,0,2019-02-06 11:31:46,drinken
107,1,2019-02-06 11:42:57,0,2019-02-06 11:45:19,drinken
107,1,2019-02-06 12:09:33,0,2019-02-06 13:20:30,drinken
107,1,2019-02-06 12:23:11,0,2019-02-06 13:20:30,drinken
109,1,2019-02-06 13:26:07,0,2019-02-06 14:19:11,drinken
4,1,2019-02-06 13:32:09,0,2019-02-06 14:10:50,drinken
1,1,2019-02-06 14:00:31,0,2019-02-06 14:10:47,drinken
1,1,2019-02-06 14:10:06,0,2019-02-06 14:10:47,drinken
10,1,2019-02-06 14:32:15,0,2019-02-06 14:35:33,drinken
2,1,2019-02-06 14:56:36,1,2019-02-06 15:38:16,drinken
8,1,2019-02-06 14:56:44,0,2019-02-06 15:38:15,drinken
2,1,2019-02-06 15:23:20,1,2019-02-06 15:38:16,drinken
2,1,2019-02-06 15:40:55,1,2019-02-06 16:12:42,drinken
1,1,2019-02-06 16:01:02,0,2019-02-06 16:12:42,drinken
1,1,2019-02-07 10:12:10,0,2019-02-07 10:36:35,drinken
1,1,2019-02-07 11:33:21,0,2019-02-07 11:47:45,drinken
105,1,2019-02-07 11:43:13,0,2019-02-07 11:51:11,drinken
4,1,2019-02-07 12:54:23,0,2019-02-07 13:08:01,eten
7,1,2019-02-07 13:08:33,0,2019-02-07 13:10:45,eten
13,1,2019-02-07 13:09:55,0,2019-02-07 13:10:47,eten
11,1,2019-02-07 13:10:03,0,2019-02-07 13:10:49,eten
9,1,2019-02-07 13:10:07,0,2019-02-07 13:10:52,eten
10,1,2019-02-07 13:10:12,0,2019-02-07 13:10:54,eten
8,1,2019-02-07 13:10:15,0,2019-02-07 13:10:56,eten
1,1,2019-02-07 13:31:53,0,2019-02-07 13:34:06,drinken
1,1,2019-02-07 13:53:52,0,2019-02-07 13:55:56,betalen
8,1,2019-02-07 15:27:35,0,2019-02-07 16:02:29,drinken
1,1,2019-02-07 15:47:43,0,2019-02-07 16:02:31,drinken
13,1,2019-02-08 07:49:44,0,2019-02-08 08:15:22,drinken
2,1,2019-02-08 09:06:18,1,2019-02-08 10:53:33,drinken
1,1,2019-02-08 10:49:14,0,2019-02-08 10:53:31,drinken
4,1,2019-02-08 10:59:10,0,2019-02-08 11:11:23,drinken
1,1,2019-02-08 11:55:51,0,2019-02-08 12:45:12,drinken
109,1,2019-02-08 12:13:25,0,2019-02-08 12:45:10,drinken
107,1,2019-02-08 12:22:25,0,2019-02-08 12:45:11,drinken
14,1,2019-02-08 12:25:05,1,2019-02-08 12:45:12,drinken
1,1,2019-02-08 12:58:40,0,2019-02-08 13:13:34,drinken
103,1,2019-02-08 13:27:31,1,2019-02-08 13:28:48,drinken
3,1,2019-02-08 13:36:17,0,2019-02-08 13:41:29,drinken
13,1,2019-02-08 13:50:49,0,2019-02-08 13:53:03,drinken
7,1,2019-02-08 14:06:45,0,2019-02-08 14:41:01,drinken
5,1,2019-02-08 14:29:51,0,2019-02-08 14:44:15,drinken
5,1,2019-02-08 14:39:31,0,2019-02-08 14:44:15,drinken
14,1,2019-02-08 14:41:32,1,2019-02-08 14:44:19,drinken
12,1,2019-02-09 07:31:23,0,2019-02-09 08:40:38,drinken
12,1,2019-02-09 07:54:20,0,2019-02-09 08:40:38,drinken
13,1,2019-02-09 08:26:46,0,2019-02-09 08:40:51,drinken
1,1,2019-02-09 08:45:25,0,2019-02-09 08:51:59,drinken
3,1,2019-02-09 09:17:25,0,2019-02-09 09:25:23,drinken
1,1,2019-02-09 09:18:42,0,2019-02-09 09:25:21,drinken
107,1,2019-02-09 09:19:57,0,2019-02-09 09:25:19,drinken
2,1,2019-02-09 10:05:37,1,2019-02-09 10:20:28,drinken
107,1,2019-02-09 10:16:38,0,2019-02-09 10:20:26,drinken
3,1,2019-02-09 10:35:03,0,2019-02-09 11:03:15,drinken
3,1,2019-02-09 10:42:38,0,2019-02-09 11:03:15,drinken
2,1,2019-02-09 10:47:32,1,2019-02-09 11:03:18,drinken
109,1,2019-02-09 10:53:21,0,2019-02-09 11:03:20,drinken
6,1,2019-02-09 10:57:01,0,2019-02-09 11:03:23,drinken
4,1,2019-02-09 11:12:44,0,2019-02-09 11:16:50,drinken
1,1,2019-02-09 11:22:53,0,2019-02-09 11:49:16,drinken
7,1,2019-02-09 11:31:13,0,2019-02-09 11:49:25,drinken
6,1,2019-02-09 11:34:03,0,2019-02-09 11:49:27,drinken
1,1,2019-02-09 11:35:21,0,2019-02-09 11:49:16,drinken
2,1,2019-02-09 11:37:08,1,2019-02-09 11:49:12,drinken
109,1,2019-02-09 11:40:06,0,2019-02-09 11:49:28,drinken
9,1,2019-02-09 11:43:38,0,2019-02-09 11:49:29,drinken
1,1,2019-02-09 11:48:06,0,2019-02-09 11:49:16,drinken
107,1,2019-02-09 11:59:35,0,2019-02-09 12:02:46,drinken
8,1,2019-02-09 12:24:11,0,2019-02-09 12:49:28,drinken
4,1,2019-02-09 12:27:27,0,2019-02-09 12:49:33,drinken
5,1,2019-02-09 12:34:09,0,2019-02-09 12:49:31,drinken
109,1,2019-02-09 12:45:36,0,2019-02-09 12:49:36,drinken
103,1,2019-02-09 12:47:05,1,2019-02-09 12:49:39,drinken
105,1,2019-02-09 12:52:12,0,2019-02-09 12:57:58,drinken
6,1,2019-02-09 13:32:22,0,2019-02-09 13:36:37,drinken
109,1,2019-02-09 14:00:12,0,2019-02-09 14:02:46,eten
4,1,2019-02-09 14:02:16,0,2019-02-09 14:02:48,eten
2,1,2019-02-09 14:04:18,1,2019-02-09 14:23:04,drinken
107,1,2019-02-09 14:13:46,0,2019-02-09 14:23:04,drinken
105,1,2019-02-09 14:45:44,0,2019-02-09 14:48:27,drinken
4,1,2019-02-09 15:11:22,0,2019-02-09 15:31:59,drinken
7,1,2019-02-09 15:20:27,0,2019-02-09 15:31:59,drinken
105,1,2019-02-09 15:32:11,0,2019-02-09 15:40:25,drinken
4,1,2019-02-09 15:40:33,0,2019-02-09 16:00:48,drinken
2,1,2019-02-10 10:35:03,1,2019-02-10 10:37:27,eten
5,1,2019-02-10 10:48:54,0,2019-02-10 11:00:11,drinken
2,1,2019-02-10 12:18:02,1,2019-02-10 12:20:27,drinken
107,1,2019-02-10 12:51:20,0,2019-02-10 12:56:50,drinken
107,1,2019-02-10 12:59:43,0,2019-02-10 13:02:02,drinken
1,1,2019-02-10 13:08:50,0,2019-02-10 13:15:23,drinken
8,1,2019-02-10 13:32:53,0,2019-02-10 13:39:35,drinken
8,1,2019-02-10 13:38:55,0,2019-02-10 13:39:35,drinken
5,1,2019-02-10 13:49:29,0,2019-02-10 13:56:50,eten
2,1,2019-02-10 13:49:59,1,2019-02-10 13:56:52,eten
7,1,2019-02-10 14:18:36,0,2019-02-10 14:29:56,eten
107,1,2019-02-10 14:18:47,0,2019-02-10 14:29:51,eten
3,1,2019-02-10 14:26:44,0,2019-02-10 14:29:55,betalen
8,1,2019-02-10 14:56:32,0,2019-02-10 15:01:29,drinken
8,1,2019-02-10 15:02:35,0,2019-02-10 15:06:48,drinken
1,1,2019-02-10 15:42:07,0,2019-02-10 15:43:11,eten
13,1,2019-02-10 16:14:30,0,2019-02-10 16:26:01,drinken
107,1,2019-02-11 14:45:48,0,2019-02-11 14:51:38,drinken
4,1,2019-02-12 11:36:04,0,2019-02-12 12:40:43,drinken
1,1,2019-02-12 12:01:06,0,2019-02-12 12:40:45,eten
