tafel_nr,wijk,begin_tijd,volg_nr,eind_tijd,servicetype
2,1,2019-02-12 12:06:02,1,2019-02-12 12:40:47,eten
5,1,2019-02-12 12:38:12,0,2019-02-12 17:15:01,drinken
6,1,2019-02-12 13:06:50,0,2019-02-12 18:36:51,drinken
105,1,2019-02-12 13:07:00,0,2019-02-12 18:36:52,eten
1,1,2019-02-13 09:28:42,0,2019-02-13 09:56:36,drinken
9,1,2019-02-13 10:01:47,0,2019-02-13 10:13:23,drinken
10,1,2019-02-13 10:15:49,0,2019-02-13 10:24:58,drinken
1,1,2019-02-13 10:19:01,0,2019-02-13 10:24:59,drinken
5,1,2019-02-13 10:20:55,0,2019-02-13 10:25:01,betalen
1,1,2019-02-13 10:38:43,0,2019-02-13 10:41:18,drinken
9,1,2019-02-13 11:29:36,0,2019-02-13 11:42:35,drinken
10,1,2019-02-13 11:32:06,0,2019-02-13 11:42:37,drinken
109,1,2019-02-13 11:39:17,0,2019-02-13 11:52:44,drinken
10,1,2019-02-13 11:46:47,0,2019-02-13 11:52:42,drinken
9,1,2019-02-13 11:50:41,0,2019-02-13 11:52:44,drinken
10,1,2019-02-13 11:55:59,0,2019-02-13 12:04:29,eten
7,1,2019-02-13 12:12:15,0,2019-02-13 12:20:48,drinken
5,1,2019-02-13 12:48:24,0,2019-02-13 13:03:56,drinken
103,1,2019-02-13 14:04:53,1,2019-02-13 14:13:49,drinken
4,1,2019-02-13 14:08:13,0,2019-02-13 14:13:51,drinken
103,1,2019-02-13 14:22:16,1,2019-02-13 14:23:37,drinken
6,1,2019-02-13 14:23:13,0,2019-02-13 14:23:40,drinken
109,1,2019-02-13 14:50:35,0,2019-02-13 15:24:48,drinken
2,1,2019-02-13 14:54:03,1,2019-02-13 15:24:50,drinken
6,1,2019-02-13 15:07:46,0,2019-02-13 15:24:52,eten
105,1,2019-02-13 16:11:24,0,2019-02-13 16:11:43,drinken
13,1,2019-02-14 12:17:58,0,2019-02-14 12:18:48,eten
6,1,2019-02-14 12:22:05,0,2019-02-14 12:29:06,eten
1,1,2019-02-14 12:41:54,0,2019-02-14 12:42:34,betalen
12,1,2019-02-14 13:19:06,0,2019-02-14 13:22:28,eten
13,1,2019-02-14 13:19:36,0,2019-02-14 13:22:39,drinken
109,1,2019-02-14 13:23:34,0,2019-02-14 13:25:05,eten
10,1,2019-02-14 13:23:38,0,2019-02-14 13:24:17,eten
5,1,2019-02-14 13:38:56,0,2019-02-14 13:41:26,eten
7,1,2019-02-14 14:00:39,0,2019-02-14 14:03:56,drinken
5,1,2019-02-14 14:01:09,0,2019-02-14 14:03:57,drinken
2,1,2019-02-14 14:53:45,1,2019-02-14 14:53:57,betalen
10,1,2019-02-14 15:18:23,0,2019-02-14 15:19:30,drinken
1,1,2019-02-15 10:16:51,0,2019-02-15 10:18:30,drinken
109,1,2019-02-15 10:27:11,0,2019-02-15 10:32:05,drinken
109,1,2019-02-15 11:21:33,0,2019-02-15 11:23:50,drinken
6,1,2019-02-15 12:35:29,0,2019-02-15 12:50:25,eten
1,1,2019-02-15 13:46:06,0,2019-02-15 14:00:09,drinken
3,1,2019-02-15 14:24:23,0,2019-02-15 14:34:29,drinken
1,1,2019-02-15 14:31:54,0,2019-02-15 15:03:30,betalen
5,1,2019-02-15 14:33:19,0,2019-02-15 14:39:53,drinken
13,1,2019-02-15 15:31:13,0,2019-02-15 16:21:23,drinken
1,1,2019-02-15 15:57:15,0,2019-02-15 16:21:25,drinken
2,1,2019-02-16 07:03:08,1,2019-02-16 08:11:53,drinken
14,1,2019-02-16 07:55:50,1,2019-02-16 08:11:51,drinken
2,1,2019-02-16 08:14:04,1,2019-02-16 08:30:38,drinken
12,1,2019-02-16 08:25:18,0,2019-02-16 08:30:41,drinken
103,1,2019-02-16 08:27:37,1,2019-02-16 08:30:39,drinken
13,1,2019-02-16 08:47:19,0,2019-02-16 09:28:52,drinken
105,1,2019-02-16 09:30:46,0,2019-02-16 09:30:59,drinken
103,1,2019-02-16 09:35:33,1,2019-02-16 09:36:53,eten
2,1,2019-02-16 09:39:37,1,2019-02-16 09:40:06,drinken
2,1,2019-02-16 09:44:48,1,2019-02-16 09:46:30,eten
6,1,2019-02-16 10:08:24,0,2019-02-16 10:13:23,drinken
3,1,2019-02-16 10:12:41,0,2019-02-16 10:13:41,betalen
2,1,2019-02-16 10:19:04,1,2019-02-16 10:19:29,drinken
10,1,2019-02-16 10:22:06,0,2019-02-16 10:24:04,drinken
107,1,2019-02-16 10:22:57,0,2019-02-16 10:25:03,eten
12,1,2019-02-16 10:32:58,0,2019-02-16 10:34:58,drinken
105,1,2019-02-16 10:39:27,0,2019-02-16 10:39:54,eten
103,1,2019-02-16 10:39:59,1,2019-02-16 10:41:12,drinken
105,1,2019-02-16 10:48:14,0,2019-02-16 10:48:34,drinken
6,1,2019-02-16 10:52:19,0,2019-02-16 10:52:35,drinken
14,1,2019-02-16 10:57:17,1,2019-02-16 10:58:18,drinken
105,1,2019-02-16 11:11:28,0,2019-02-16 11:12:28,drinken
12,1,2019-02-16 11:14:36,0,2019-02-16 11:16:08,eten
4,1,2019-02-16 11:15:32,0,2019-02-16 11:18:26,eten
2,1,2019-02-16 11:29:14,1,2019-02-16 11:29:21,drinken
10,1,2019-02-16 11:35:31,0,2019-02-16 11:56:11,eten
5,1,2019-02-16 11:42:53,0,2019-02-16 11:56:35,drinken
6,1,2019-02-16 11:51:05,0,2019-02-16 11:59:00,eten
5,1,2019-02-16 12:02:15,0,2019-02-16 12:06:53,eten
103,1,2019-02-16 12:15:35,1,2019-02-16 12:17:00,drinken
2,1,2019-02-16 12:18:58,1,2019-02-16 12:20:57,drinken
8,1,2019-02-16 12:21:50,0,2019-02-16 12:42:42,eten
105,1,2019-02-16 12:28:59,0,2019-02-16 12:45:18,eten
1,1,2019-02-16 12:34:38,0,2019-02-16 12:50:33,drinken
12,1,2019-02-16 12:42:18,0,2019-02-16 12:50:34,drinken
105,1,2019-02-16 12:46:44,0,2019-02-16 12:50:35,drinken
103,1,2019-02-16 12:53:14,1,2019-02-16 12:56:32,eten
103,1,2019-02-16 12:59:22,1,2019-02-16 13:02:29,eten
7,1,2019-02-16 13:00:22,0,2019-02-16 13:07:59,drinken
11,1,2019-02-16 13:11:42,0,2019-02-16 13:18:39,eten
107,1,2019-02-16 13:29:08,0,2019-02-16 13:34:01,eten
5,1,2019-02-16 13:39:47,0,2019-02-16 13:43:55,eten
105,1,2019-02-16 14:11:56,0,2019-02-16 14:15:08,eten
1,1,2019-02-16 14:15:19,0,2019-02-16 14:31:01,drinken
7,1,2019-02-16 14:19:23,0,2019-02-16 14:31:02,drinken
107,1,2019-02-16 15:20:32,0,2019-02-16 17:16:11,betalen
2,1,2019-02-16 15:25:42,1,2019-02-16 17:16:09,betalen
1,1,2019-02-16 15:40:50,0,2019-02-16 17:16:15,betalen
7,1,2019-02-16 16:33:17,0,2019-02-16 17:16:07,betalen
107,1,2019-02-17 10:53:50,0,2019-02-17 10:55:44,drinken
4,1,2019-02-17 10:55:10,0,2019-02-17 10:55:46,drinken
6,1,2019-02-17 12:01:39,0,2019-02-17 12:05:29,drinken
2,1,2019-02-17 14:07:20,1,2019-02-17 14:11:56,drinken
7,1,2019-02-17 14:52:26,0,2019-02-17 14:54:49,betalen
103,1,2019-02-17 14:52:40,1,2019-02-17 14:54:47,eten
2,1,2019-02-17 15:27:01,1,2019-02-17 15:28:36,eten
1,1,2019-02-19 07:39:47,0,2019-02-19 14:22:36,drinken
1,1,2019-02-19 08:55:52,0,2019-02-19 14:22:36,drinken
1,1,2019-02-19 11:44:32,0,2019-02-19 14:22:36,drinken
5,1,2019-02-19 11:46:37,0,2019-02-19 14:22:37,drinken
107,1,2019-02-19 12:37:50,0,2019-02-19 14:22:38,drinken
107,1,2019-02-19 12:47:40,0,2019-02-19 14:22:38,drinken
107,1,2019-02-19 12:56:16,0,2019-02-19 14:22:38,drinken
10,1,2019-02-19 13:16:30,0,2019-02-19 14:22:38,drinken
2,1,2019-02-19 13:25:50,1,2019-02-19 14:22:39,drinken
2,1,2019-02-19 14:25:48,1,2019-02-19 21:55:23,drinken
1,1,2019-02-19 14:44:43,0,2019-02-19 21:55:24,drinken
107,1,2019-02-19 14:56:39,0,2019-02-19 21:55:24,drinken
1,1,2019-02-19 15:01:02,0,2019-02-19 21:55:24,drinken
107,1,2019-02-19 15:03:09,0,2019-02-19 21:55:24,drinken
5,1,2019-02-19 15:36:40,0,2019-02-19 21:55:25,drinken
105,1,2019-02-20 09:12:10,0,2019-02-20 09:12:40,eten
2,1,2019-02-20 09:13:42,1,2019-02-20 09:14:03,drinken
1,1,2019-02-20 09:16:51,0,2019-02-20 09:17:23,betalen
13,1,2019-02-20 09:19:03,0,2019-02-20 09:20:22,drinken
10,1,2019-02-20 09:39:18,0,2019-02-20 09:49:06,drinken
5,1,2019-02-20 09:45:01,0,2019-02-20 09:49:08,drinken
105,1,2019-02-20 09:48:50,0,2019-02-20 09:53:24,eten
9,1,2019-02-20 09:53:11,0,2019-02-20 09:53:21,drinken
109,1,2019-02-20 09:53:16,0,2019-02-20 09:53:23,drinken
107,1,2019-02-20 09:57:32,0,2019-02-20 09:59:09,eten
7,1,2019-02-20 10:02:37,0,2019-02-20 10:02:56,drinken
109,1,2019-02-20 10:07:14,0,2019-02-20 10:09:03,drinken
14,1,2019-02-20 10:13:59,1,2019-02-20 10:16:11,eten
109,1,2019-02-20 10:14:31,0,2019-02-20 10:16:45,eten
14,1,2019-02-20 10:20:31,1,2019-02-20 10:21:06,eten
109,1,2019-02-20 10:20:33,0,2019-02-20 10:21:07,drinken
7,1,2019-02-20 10:22:14,0,2019-02-20 10:22:36,eten
109,1,2019-02-20 10:28:52,0,2019-02-20 10:29:01,eten
5,1,2019-02-20 10:57:56,0,2019-02-20 11:06:12,drinken
8,1,2019-02-20 11:21:34,0,2019-02-20 11:41:24,drinken
6,1,2019-02-20 12:10:00,0,2019-02-20 12:13:18,drinken
14,1,2019-02-20 13:02:02,1,2019-02-20 13:03:00,drinken
10,1,2019-02-20 13:02:04,0,2019-02-20 13:03:00,drinken
8,1,2019-02-20 13:02:09,0,2019-02-20 13:03:01,eten
3,1,2019-02-20 13:02:17,0,2019-02-20 13:03:01,betalen
6,1,2019-02-20 13:27:53,0,2019-02-20 14:10:15,drinken
10,1,2019-02-20 13:31:19,0,2019-02-20 14:10:15,drinken
2,1,2019-02-20 13:38:56,1,2019-02-20 14:10:16,eten
2,1,2019-02-20 13:47:54,1,2019-02-20 14:10:16,eten
2,1,2019-02-20 14:06:14,1,2019-02-20 14:10:16,eten
6,1,2019-02-20 14:10:52,0,2019-02-20 14:59:44,drinken
10,1,2019-02-20 14:46:19,0,2019-02-20 14:59:46,drinken
6,1,2019-02-21 09:34:25,0,2019-02-21 09:38:31,eten
6,1,2019-02-21 10:04:53,0,2019-02-21 10:05:46,drinken
3,1,2019-02-21 10:17:24,0,2019-02-21 10:19:45,betalen
5,1,2019-02-21 12:10:01,0,2019-02-21 12:35:13,eten
105,1,2019-02-21 12:12:20,0,2019-02-21 12:35:15,eten
1,1,2019-02-21 12:57:49,0,2019-02-21 13:01:32,eten
6,1,2019-02-21 13:16:18,0,2019-02-21 14:00:48,drinken
5,1,2019-02-21 13:32:29,0,2019-02-21 14:00:49,drinken
5,1,2019-02-22 08:19:38,0,2019-02-22 08:21:41,drinken
13,1,2019-02-22 10:41:48,0,2019-02-22 11:05:20,drinken
4,1,2019-02-22 11:59:34,0,2019-02-22 12:35:39,drinken
109,1,2019-02-22 12:26:51,0,2019-02-22 12:35:37,drinken
2,1,2019-02-22 12:56:48,1,2019-02-22 13:23:00,drinken
1,1,2019-02-22 13:12:41,0,2019-02-22 13:37:35,eten
7,1,2019-02-22 13:17:07,0,2019-02-22 13:37:37,eten
2,1,2019-02-22 13:19:32,1,2019-02-22 13:23:00,drinken
2,1,2019-02-22 13:34:59,1,2019-02-22 13:37:39,drinken
10,1,2019-02-22 13:53:34,0,2019-02-22 14:04:48,drinken
10,1,2019-02-22 13:58:45,0,2019-02-22 14:04:48,drinken
1,1,2019-02-22 14:51:56,0,2019-02-22 15:16:07,drinken
3,1,2019-02-22 15:24:13,0,2019-02-22 16:02:53,drinken
2,1,2019-02-23 07:01:53,1,2019-02-23 08:00:57,drinken
2,1,2019-02-23 08:06:46,1,2019-02-23 08:13:14,drinken
4,1,2019-02-23 08:14:53,0,2019-02-23 08:24:30,drinken
14,1,2019-02-23 08:15:39,1,2019-02-23 08:26:21,drinken
5,1,2019-02-23 08:31:30,0,2019-02-23 08:33:44,eten
4,1,2019-02-23 08:31:58,0,2019-02-23 08:39:31,betalen
14,1,2019-02-23 08:33:45,0,2019-02-23 08:39:33,drinken
7,1,2019-02-23 09:00:45,0,2019-02-23 09:04:39,betalen
1,1,2019-02-23 09:12:51,0,2019-02-23 09:14:11,eten
12,1,2019-02-23 09:14:25,0,2019-02-23 09:17:37,eten
4,1,2019-02-23 09:27:29,0,2019-02-23 09:30:42,eten
7,1,2019-02-23 09:50:51,0,2019-02-23 09:51:57,eten
5,1,2019-02-23 10:09:20,0,2019-02-23 10:12:46,eten
109,1,2019-02-23 10:21:24,0,2019-02-23 10:23:35,eten
105,1,2019-02-23 10:33:56,0,2019-02-23 10:34:12,drinken
3,1,2019-02-23 10:41:44,0,2019-02-23 10:44:23,drinken
8,1,2019-02-23 10:44:12,0,2019-02-23 10:44:25,drinken
11,1,2019-02-23 10:51:55,0,2019-02-23 10:52:16,drinken
13,1,2019-02-23 10:57:45,0,2019-02-23 10:59:07,drinken
9,1,2019-02-23 10:58:35,0,2019-02-23 10:59:12,drinken
10,1,2019-02-23 11:05:25,0,2019-02-23 11:06:47,eten
2,1,2019-02-23 11:07:55,1,2019-02-23 11:10:25,betalen
2,1,2019-02-23 11:13:37,1,2019-02-23 11:13:54,drinken
105,1,2019-02-23 11:27:38,0,2019-02-23 11:34:31,drinken
11,1,2019-02-23 11:33:11,0,2019-02-23 11:34:35,drinken
3,1,2019-02-23 11:33:56,0,2019-02-23 11:34:29,drinken
107,1,2019-02-23 11:38:37,0,2019-02-23 11:41:17,eten
1,1,2019-02-23 11:39:34,0,2019-02-23 11:41:20,drinken
11,1,2019-02-23 11:40:53,0,2019-02-23 11:41:29,eten
107,1,2019-02-23 11:52:43,0,2019-02-23 11:54:29,eten
7,1,2019-02-23 11:54:23,0,2019-02-23 11:55:11,betalen
6,1,2019-02-23 11:54:24,0,2019-02-23 11:56:57,eten
3,1,2019-02-23 12:04:35,0,2019-02-23 12:06:09,eten
13,1,2019-02-23 12:04:38,0,2019-02-23 12:09:16,eten
11,1,2019-02-23 12:09:30,0,2019-02-23 12:11:16,eten
103,1,2019-02-23 12:14:35,1,2019-02-23 12:21:36,betalen
5,1,2019-02-23 12:17:18,0,2019-02-23 12:21:37,betalen
10,1,2019-02-23 12:17:44,0,2019-02-23 12:21:38,betalen
6,1,2019-02-23 12:22:09,0,2019-02-23 12:31:06,drinken
4,1,2019-02-23 12:23:42,0,2019-02-23 12:31:07,drinken
109,1,2019-02-23 12:27:23,0,2019-02-23 12:32:56,drinken
6,1,2019-02-23 12:28:16,0,2019-02-23 12:31:06,drinken
13,1,2019-02-23 12:35:33,0,2019-02-23 12:50:30,drinken
12,1,2019-02-23 12:40:48,0,2019-02-23 12:50:28,drinken
105,1,2019-02-23 12:46:23,0,2019-02-23 12:50:32,drinken
10,1,2019-02-23 12:49:00,0,2019-02-23 12:50:33,drinken
5,1,2019-02-23 12:52:58,0,2019-02-23 12:56:09,drinken
9,1,2019-02-23 13:02:08,0,2019-02-23 13:02:59,eten
3,1,2019-02-23 13:05:17,0,2019-02-23 13:05:59,eten
9,1,2019-02-23 13:11:59,0,2019-02-23 13:15:00,drinken
103,1,2019-02-23 13:12:26,1,2019-02-23 13:15:02,drinken
1,1,2019-02-23 13:29:25,0,2019-02-23 13:30:43,drinken
11,1,2019-02-23 14:05:44,0,2019-02-23 14:06:56,eten
2,1,2019-02-23 14:08:55,1,2019-02-23 14:19:05,eten
105,1,2019-02-23 14:16:04,0,2019-02-23 14:19:29,eten
2,1,2019-02-23 14:29:54,1,2019-02-23 14:32:40,drinken
10,1,2019-02-23 14:37:30,0,2019-02-23 14:38:26,drinken
103,1,2019-02-23 14:40:51,1,2019-02-23 14:43:03,drinken
103,1,2019-02-23 14:52:07,1,2019-02-23 14:53:45,betalen
9,1,2019-02-23 15:29:39,0,2019-02-23 15:31:02,drinken
8,1,2019-02-23 15:31:34,0,2019-02-23 15:33:03,eten
2,1,2019-02-23 15:35:34,1,2019-02-23 15:36:49,drinken
2,1,2019-02-23 15:42:52,1,2019-02-23 15:43:17,drinken
11,1,2019-02-23 15:58:27,0,2019-02-23 16:05:35,drinken
8,1,2019-02-23 16:10:59,0,2019-02-23 16:11:17,eten
12,1,2019-02-23 17:07:44,0,2019-02-23 17:46:37,drinken
1,1,2019-02-24 11:46:20,0,2019-02-24 11:47:15,drinken
105,1,2019-02-24 11:53:51,0,2019-02-24 11:55:44,eten
105,1,2019-02-24 12:13:26,0,2019-02-24 12:15:18,drinken
10,1,2019-02-24 12:22:36,0,2019-02-24 12:24:08,drinken
2,1,2019-02-24 12:52:04,1,2019-02-24 12:56:10,eten
1,1,2019-02-24 13:26:23,0,2019-02-24 13:35:09,eten
2,1,2019-02-24 14:08:43,1,2019-02-24 14:18:47,eten
3,1,2019-02-24 14:52:10,0,2019-02-24 14:59:19,eten
14,1,2019-02-26 09:26:16,0,2019-02-26 09:35:18,eten
5,1,2019-02-26 10:40:04,0,2019-02-26 10:49:36,drinken
5,1,2019-02-26 10:48:55,0,2019-02-26 10:49:36,drinken
107,1,2019-02-26 11:27:19,0,2019-02-26 11:42:32,drinken
2,1,2019-02-26 12:03:24,1,2019-02-26 19:33:14,drinken
11,1,2019-02-26 13:27:39,0,2019-02-26 19:33:16,eten
2,1,2019-02-26 13:47:41,1,2019-02-26 19:33:14,drinken
3,1,2019-02-26 14:14:02,0,2019-02-26 19:33:17,eten
2,1,2019-02-27 10:32:57,1,2019-02-27 11:04:49,drinken
2,1,2019-02-27 10:38:07,1,2019-02-27 11:04:49,drinken
2,1,2019-02-27 11:46:23,1,2019-02-27 11:54:11,drinken
1,1,2019-02-27 12:33:38,0,2019-02-27 12:41:08,drinken
1,1,2019-02-27 12:41:10,0,2019-02-27 12:41:48,drinken
1,1,2019-02-27 13:32:54,0,2019-02-27 13:36:28,drinken
3,1,2019-02-27 13:58:51,0,2019-02-27 14:12:29,drinken
2,1,2019-02-27 14:03:09,1,2019-02-27 14:12:28,drinken
109,1,2019-02-27 14:13:36,0,2019-02-27 14:19:55,drinken
4,1,2019-02-27 14:18:04,0,2019-02-27 14:19:56,drinken
9,1,2019-02-27 14:21:39,0,2019-02-27 14:24:27,drinken
4,1,2019-02-27 14:34:00,0,2019-02-27 14:37:51,drinken
9,1,2019-02-27 14:58:09,0,2019-02-27 15:21:37,drinken
14,1,2019-02-27 15:06:17,0,2019-02-27 15:21:39,drinken
7,1,2019-02-27 15:20:16,0,2019-02-27 15:21:35,drinken
2,1,2019-02-28 08:54:09,1,2019-02-28 11:39:29,drinken
6,1,2019-02-28 09:10:17,0,2019-02-28 12:18:28,drinken
105,1,2019-02-28 09:28:00,0,2019-02-28 12:18:29,drinken
1,1,2019-02-28 09:46:14,0,2019-02-28 11:39:19,drinken
1,1,2019-02-28 10:10:53,0,2019-02-28 11:39:19,drinken
1,1,2019-02-28 10:36:09,0,2019-02-28 11:39:19,drinken
105,1,2019-02-28 10:48:35,0,2019-02-28 12:18:29,drinken
105,1,2019-02-28 12:06:06,0,2019-02-28 12:18:29,drinken
1,1,2019-02-28 12:07:28,0,2019-02-28 12:18:33,drinken
5,1,2019-02-28 12:36:38,0,2019-02-28 13:35:07,drinken
105,1,2019-02-28 12:54:02,0,2019-02-28 13:35:05,drinken
6,1,2019-02-28 12:55:55,0,2019-02-28 13:35:04,eten
11,1,2019-02-28 13:08:00,0,2019-02-28 13:35:09,drinken
1,1,2019-02-28 13:30:07,0,2019-03-01 07:11:34,drinken
14,1,2019-02-28 14:32:15,0,2019-03-01 07:11:37,drinken
1,1,2019-02-28 14:54:56,0,2019-03-01 07:11:34,drinken
12,1,2019-03-01 08:54:25,0,2019-03-01 08:56:59,drinken
14,1,2019-03-01 08:54:41,0,2019-03-01 08:56:56,drinken
13,1,2019-03-01 08:54:53,0,2019-03-01 09:30:29,drinken
13,1,2019-03-01 09:04:00,0,2019-03-01 09:30:29,drinken
3,1,2019-03-01 10:09:47,0,2019-03-01 11:16:23,drinken
7,1,2019-03-01 11:17:50,0,2019-03-01 11:41:23,drinken
10,1,2019-03-01 11:25:45,0,2019-03-01 11:41:24,eten
103,1,2019-03-01 11:43:02,1,2019-03-01 12:43:11,eten
105,1,2019-03-01 11:56:17,0,2019-03-01 12:43:13,drinken
1,1,2019-03-01 12:31:39,0,2019-03-01 12:43:15,drinken
105,1,2019-03-01 12:34:06,0,2019-03-01 12:43:13,drinken
4,1,2019-03-01 12:59:42,0,2019-03-01 13:21:48,drinken
4,1,2019-03-01 13:05:34,0,2019-03-01 13:21:48,drinken
13,1,2019-03-01 13:14:20,0,2019-03-01 13:21:47,drinken
1,1,2019-03-01 14:15:42,0,2019-03-01 14:23:58,drinken
1,1,2019-03-01 14:28:40,0,2019-03-01 14:38:22,drinken
105,1,2019-03-01 14:45:59,0,2019-03-01 15:37:44,drinken
14,1,2019-03-02 08:11:26,0,2019-03-02 08:11:47,drinken
12,1,2019-03-02 08:36:17,0,2019-03-02 08:39:34,drinken
14,1,2019-03-02 08:36:21,0,2019-03-02 08:39:36,drinken
14,1,2019-03-02 08:43:37,0,2019-03-02 09:05:36,drinken
13,1,2019-03-02 08:56:21,0,2019-03-02 09:05:39,drinken
2,1,2019-03-02 09:00:15,1,2019-03-02 09:05:38,drinken
4,1,2019-03-02 09:26:14,0,2019-03-02 09:31:24,drinken
2,1,2019-03-02 09:32:23,1,2019-03-02 09:40:18,drinken
2,1,2019-03-02 09:39:17,1,2019-03-02 09:40:18,drinken
1,1,2019-03-02 09:52:34,0,2019-03-02 09:56:44,drinken
109,1,2019-03-02 10:21:41,0,2019-03-02 10:38:06,drinken
2,1,2019-03-02 10:23:08,1,2019-03-02 10:38:08,drinken
7,1,2019-03-02 10:29:15,0,2019-03-02 10:38:10,drinken
13,1,2019-03-02 10:31:07,0,2019-03-02 10:38:12,drinken
10,1,2019-03-02 10:36:45,0,2019-03-02 10:38:14,drinken
8,1,2019-03-02 10:40:50,0,2019-03-02 10:42:19,eten
10,1,2019-03-02 10:43:15,0,2019-03-02 10:44:26,eten
13,1,2019-03-02 10:44:01,0,2019-03-02 10:44:28,eten
7,1,2019-03-02 10:54:42,0,2019-03-02 10:55:34,drinken
9,1,2019-03-02 11:11:52,0,2019-03-02 11:14:26,drinken
13,1,2019-03-02 12:09:23,0,2019-03-02 12:10:31,drinken
1,1,2019-03-02 12:11:56,0,2019-03-02 12:20:58,drinken
2,1,2019-03-02 12:19:24,1,2019-03-02 12:20:59,drinken
2,1,2019-03-02 12:25:09,1,2019-03-02 12:25:22,drinken
9,1,2019-03-02 12:26:26,0,2019-03-02 12:27:59,eten
109,1,2019-03-02 12:45:49,0,2019-03-02 12:56:26,drinken
2,1,2019-03-02 13:19:33,1,2019-03-02 13:38:12,drinken
109,1,2019-03-02 13:24:11,0,2019-03-02 13:38:04,drinken
9,1,2019-03-02 13:36:41,0,2019-03-02 13:41:26,drinken
3,1,2019-03-02 13:37:13,0,2019-03-02 13:41:28,drinken
10,1,2019-03-02 14:06:58,0,2019-03-02 14:17:21,eten
103,1,2019-03-02 14:13:08,1,2019-03-02 14:20:20,drinken
14,1,2019-03-02 14:19:32,0,2019-03-02 14:20:22,drinken
4,1,2019-03-02 14:39:13,0,2019-03-02 15:17:24,drinken
13,1,2019-03-02 14:47:03,0,2019-03-02 15:17:25,drinken
7,1,2019-03-02 14:47:41,0,2019-03-02 15:17:26,drinken
103,1,2019-03-02 14:53:16,1,2019-03-02 15:17:28,drinken
107,1,2019-03-02 15:00:02,0,2019-03-02 15:17:29,drinken
1,1,2019-03-02 15:10:52,0,2019-03-02 15:17:31,drinken
9,1,2019-03-02 15:21:06,0,2019-03-02 16:49:21,drinken
105,1,2019-03-02 16:10:44,0,2019-03-02 16:49:19,drinken
1,1,2019-03-03 10:10:21,0,2019-03-03 10:25:15,eten
6,1,2019-03-03 10:20:02,0,2019-03-03 10:25:28,drinken
6,1,2019-03-03 10:25:48,0,2019-03-03 12:21:08,drinken
8,1,2019-03-03 10:26:10,0,2019-03-03 12:21:10,drinken
6,1,2019-03-03 10:34:16,0,2019-03-03 12:21:08,drinken
1,1,2019-03-03 10:52:48,0,2019-03-03 12:21:12,drinken
2,1,2019-03-03 10:58:49,1,2019-03-03 12:21:15,drinken
2,1,2019-03-03 11:04:39,1,2019-03-03 12:21:15,drinken
5,1,2019-03-03 11:25:11,0,2019-03-03 12:21:19,drinken
6,1,2019-03-03 11:26:13,0,2019-03-03 12:21:08,drinken
105,1,2019-03-03 11:52:42,0,2019-03-03 12:21:16,drinken
105,1,2019-03-03 12:02:21,0,2019-03-03 12:21:16,drinken
2,1,2019-03-03 12:12:12,1,2019-03-03 12:21:15,drinken
107,1,2019-03-03 12:43:30,0,2019-03-03 13:22:37,drinken
9,1,2019-03-03 12:52:48,0,2019-03-03 13:22:38,betalen
103,1,2019-03-03 12:57:12,1,2019-03-03 13:22:42,eten
2,1,2019-03-03 12:58:46,1,2019-03-03 13:22:41,betalen
8,1,2019-03-03 13:16:42,0,2019-03-03 13:22:44,eten
1,1,2019-03-03 13:27:39,0,2019-03-03 13:28:57,betalen
103,1,2019-03-03 13:38:04,1,2019-03-03 13:41:12,drinken
5,1,2019-03-03 13:38:24,0,2019-03-03 13:41:08,drinken
1,1,2019-03-03 13:42:56,0,2019-03-03 13:51:24,drinken
5,1,2019-03-03 13:49:07,0,2019-03-03 13:51:21,drinken
1,1,2019-03-03 13:51:27,0,2019-03-03 13:55:54,eten
2,1,2019-03-03 14:27:17,1,2019-03-03 14:50:02,drinken
13,1,2019-03-05 12:01:03,0,2019-03-05 12:01:33,drinken
2,1,2019-03-05 12:08:17,1,2019-03-05 12:19:14,drinken
105,1,2019-03-05 12:09:17,0,2019-03-05 12:19:13,drinken
7,1,2019-03-05 12:14:32,0,2019-03-05 12:19:13,drinken
105,1,2019-03-05 12:21:05,0,2019-03-05 12:47:12,drinken
103,1,2019-03-05 12:25:42,1,2019-03-05 12:47:13,drinken
2,1,2019-03-05 12:43:10,1,2019-03-05 12:47:11,drinken
2,1,2019-03-05 13:24:42,1,2019-03-05 13:33:41,eten
2,1,2019-03-05 15:52:56,1,2019-03-05 16:26:56,drinken
2,1,2019-03-05 16:06:47,1,2019-03-05 16:26:56,drinken
105,1,2019-03-06 08:25:04,0,2019-03-06 08:27:10,drinken
2,1,2019-03-06 09:34:28,1,2019-03-06 10:47:41,drinken
14,1,2019-03-06 10:28:16,0,2019-03-06 10:47:45,drinken
14,1,2019-03-06 11:38:47,0,2019-03-06 14:06:15,drinken
5,1,2019-03-06 12:30:45,0,2019-03-06 14:06:17,drinken
105,1,2019-03-06 12:34:42,0,2019-03-06 14:06:18,drinken
6,1,2019-03-06 12:37:15,0,2019-03-06 14:06:20,drinken
105,1,2019-03-06 12:55:23,0,2019-03-06 14:06:18,drinken
1,1,2019-03-06 14:37:03,0,2019-03-06 14:46:38,drinken
107,1,2019-03-06 15:14:15,0,2019-03-06 20:29:32,eten
8,1,2019-03-06 15:14:16,0,2019-03-06 20:29:33,drinken
6,1,2019-03-07 12:46:44,0,2019-03-07 12:58:58,drinken
